t	K	U	E	T	P
5740	1265.5902075827753	-4612.842451511106	-3347.252243928332	0.9765356539990548	-1.1548313916649477
5760	1324.6977638498176	-4657.195416495115	-3332.497652645297	1.0221433363038717	-0.915517558263419
5780	1337.484771042333	-4647.590865841047	-3310.106094798715	1.0320098541993308	-0.9412204874092162
5800	1315.111019861726	-4626.834218572927	-3311.7231987112013	1.0147461573007146	-1.0643534715655045
5820	1302.3751906503335	-4613.584379014633	-3311.2091883642997	1.0049191285882204	-1.0997403996362691
5840	1321.2512072458908	-4632.105849874375	-3310.854642628484	1.019483956208249	-0.984719795276219
5860	1311.3525171428191	-4629.885164025236	-3318.532646882418	1.0118460780422986	-1.0611794643054286
5880	1251.000520011424	-4574.966885562846	-3323.966365551422	0.9652781790211608	-1.3924562289705593
5900	1285.8602426088707	-4624.985991527796	-3339.125748918925	0.9921761131241287	-1.1624721257920556
5920	1278.8321393437275	-4625.515861815931	-3346.683722472205	0.986753193938061	-1.1181599755326257
5940	1288.2361563050258	-4633.181071972824	-3344.944915667797	0.994009379864989	-1.0560726218326861
5960	1279.255656724076	-4610.029920327586	-3330.774263603511	0.9870799820401823	-1.1751174045034134
5980	1305.0470032982762	-4612.481196780032	-3307.4341934817558	1.0069807124215095	-1.1292904566220336
6000	1307.7315827801785	-4618.122571418995	-3310.390988638816	1.0090521472069276	-1.1313822926226262
6020	1322.4796193653824	-4639.683607898833	-3317.2039885334502	1.0204318050658812	-1.0077504649167748
6040	1307.0536777308228	-4623.4921940323275	-3316.4385163015054	1.008529072323166	-1.091091356932377
6060	1336.1642601866847	-4647.5749623063975	-3311.4107021197146	1.0309909415020715	-0.8943669389641323
6080	1325.231439578436	-4643.099294488523	-3317.8678549100864	1.0225551231315093	-0.9321368055714375
6100	1306.79354143703	-4637.407403802132	-3330.6138623651022	1.0083283498742515	-0.9887819506950368
6120	1291.6127724313803	-4617.979227269013	-3326.366454837634	0.9966147935427317	-1.1079358818659375
6140	1288.7163107587871	-4609.075700215503	-3320.3593894567175	0.9943798694126444	-1.1281396386491114
6160	1315.1079016383062	-4634.280617586797	-3319.17271594849	1.014743751264125	-1.0058126776179444
6180	1291.9321671131497	-4608.762870863579	-3316.8307037504296	0.9968612400564423	-1.1693578732652319
6200	1333.320335745178	-4640.67329499794	-3307.3529592527616	1.028796555358934	-0.9029038814946201
6220	1343.4723733784986	-4660.605331787599	-3317.1329584091013	1.0366299177303229	-0.8055595499696748
6240	1312.447460034708	-4632.342659341527	-3319.8951993068194	1.0126909413848058	-1.0193791407954707
6260	1304.1660065945284	-4616.372210398708	-3312.2062038041813	1.0063009310142963	-1.185610139847086
6280	1313.491245399881	-4629.789403935012	-3316.298158535131	1.0134963313270684	-1.0628589095960232
6300	1306.469092294247	-4628.590303264827	-3322.12121097058	1.0080780033134624	-1.0624001252987565
6320	1332.6578778391622	-4653.1895179216335	-3320.5316400824713	1.0282853995672547	-0.9401247241042914
6340	1294.0472667147574	-4630.345827013206	-3336.298560298449	0.9984932613539795	-1.1274538829641727
6360	1262.6642368383245	-4605.42517978092	-3342.7609429425975	0.9742779605233988	-1.2647567674657312
6380	1268.9356021167619	-4618.534224316771	-3349.598622200009	0.979116976941946	-1.1167942531139936
6400	1331.8769510711488	-4677.224530194836	-3345.347579123688	1.0276828326166272	-0.7642022474800793
6420	1269.171303386354	-4619.364353071842	-3350.1930496854884	0.9792988452055204	-1.1384084158363357
6440	1273.0204985572475	-4628.462046577595	-3355.4415480203475	0.9822689032077525	-1.0997416935331272
6460	1272.0035725202802	-4629.014230256861	-3357.0106577365805	0.9814842380557718	-1.0494130787730795
6480	1304.7879520640486	-4652.913295203215	-3348.125343139167	1.006780827209914	-0.9068836934643514
6500	1283.045059877502	-4613.781660555095	-3330.736600677592	0.9900039042264677	-1.2215327290368674
6520	1333.9891882068484	-4672.281406623	-3338.292218416152	1.0293126452213337	-0.8736194475395802
6540	1312.8211507863512	-4660.967077304052	-3348.1459265177	1.0129792830141597	-0.9124534399419388
6560	1273.6788341217953	-4616.544301483571	-3342.865467361775	0.9827768781803974	-1.1898266601634129
6580	1309.1476300547247	-4655.399835175454	-3346.2522051207307	1.0101447762767937	-0.9558228260841369
6600	1294.052137656193	-4646.5291606716455	-3352.4770230154522	0.9984970197964452	-1.0040841749452056
6620	1284.7323889336622	-4646.4645228001955	-3361.732133866534	0.9913058556586897	-1.0196817316249631
6640	1301.6529695020495	-4664.7342631212505	-3363.0812936192006	1.0043618591836803	-0.8822274359147064
6660	1278.4726807207546	-4635.6154986656375	-3357.142817944882	0.986475833889471	-1.0576340750296134
6680	1279.4393994927318	-4631.878110065319	-3352.438710572585	0.9872217588678487	-1.0784490667878996
6700	1271.1553862485894	-4636.321582842759	-3365.16619659417	0.9808297733399611	-1.0748902098390327
6720	1275.5149614009988	-4653.477110414227	-3377.9621490132295	0.9841936430563264	-0.9604083781841141
6740	1274.2549311944363	-4659.3130908369385	-3385.0581596425022	0.9832213975265715	-0.9098513679131541
6760	1275.1112306309515	-4666.633401497189	-3391.522170866237	0.9838821224004255	-0.8754362522198216
6780	1302.449516859584	-4685.238276039468	-3382.788759179884	1.0049764790583213	-0.7589608637605824
6800	1292.6122256690142	-4669.987215273425	-3377.3749896044114	0.9973859765964617	-0.878240061574421
6820	1294.7904641015896	-4651.227622277991	-3356.4371581764017	0.9990667161277692	-0.982604338267928
6840	1302.54946693476	-4658.182305015916	-3355.6328380811565	1.0050536010299074	-0.8892547557975737
6860	1305.0388318595217	-4650.861491676987	-3345.822659817466	1.0069744072990139	-0.93674336907754
6880	1289.7019045381635	-4635.4690548640065	-3345.767150325844	0.9951403584399408	-1.0469611135985162
6900	1281.4057872716392	-4634.978392435116	-3353.5726051634765	0.9887390333886105	-1.0856592126944802
6920	1283.3221751577455	-4652.691359558063	-3369.3691844003174	0.990217727745174	-0.9739157012423387
6940	1287.7819439189498	-4669.115185053968	-3381.333241135018	0.9936589073448687	-0.8381963160838332
6960	1259.3232820639837	-4651.0328652644075	-3391.7095832004234	0.971700063320975	-0.9844410744679539
6980	1265.8887556127147	-4663.0704123496125	-3397.1816567368974	0.9767660151332678	-0.9360699922484205
7000	1247.0197939129262	-4647.529513444051	-3400.509719531126	0.962206631105653	-1.0347550827126555
7020	1265.3777398348984	-4659.6448700064875	-3394.267130171589	0.9763717128355698	-0.9248529591423666
7040	1264.9869699064316	-4655.778552139281	-3390.791582232849	0.9760701928290366	-0.9484151293534382
7060	1281.5194578126795	-4668.987796789118	-3387.4683389764396	0.9888267421394129	-0.8595288440117026
7080	1279.275939506105	-4665.122777389059	-3385.846837882952	0.9870956323349576	-0.8485249710607844
7100	1280.9034889329585	-4648.6896207106565	-3367.786131777698	0.9883514575099985	-0.9958337946833034
7120	1301.4186519802638	-4682.324562395575	-3380.905910415312	1.0041810586267468	-0.8288657648877296
7140	1264.969886631004	-4650.632061658069	-3385.662175027065	0.976057011289355	-1.057114838173836
7160	1280.183608261575	-4658.860604775929	-3378.676996514354	0.987795994028993	-0.9720950557689865
7180	1299.9854601716722	-4672.170260325956	-3372.1848001542835	1.003075200749747	-0.8459085121886133
7200	1296.314335211419	-4669.333053981602	-3373.018718770182	1.0002425426014034	-0.8766007437162477
7220	1276.4635992391868	-4636.952024452681	-3360.4884252134943	0.9849256166969033	-1.066656797447002
7240	1284.6707179761884	-4634.263436000433	-3349.5927180242447	0.9912582700433553	-1.0623216782843288
7260	1279.98358589903	-4626.329251944548	-3346.345666045517	0.9876416557862886	-1.05000895453837
7280	1326.1911228342115	-4671.87961972769	-3345.688496893479	1.0232956194708422	-0.730398070732799
7300	1308.179959377661	-4652.515311463399	-3344.335352085738	1.0093981168037502	-0.8833076953777033
7320	1301.079418357796	-4670.99776062227	-3369.9183422644733	1.0039193042884231	-0.7829677148556657
7340	1298.4615074918067	-4669.6218481784335	-3371.1603406866257	1.0018993113362709	-0.8429623074002517
7360	1269.9361943478646	-4640.571576166582	-3370.635381818719	0.979889038848661	-1.0205022945640794
7380	1282.3046026780858	-4635.925860254585	-3353.6212575764985	0.989432563794819	-1.023696199483598
7400	1293.4825409715036	-4636.268305264139	-3342.785764292634	0.9980575161817157	-0.984269927358533
7420	1299.5117472895313	-4627.255180512513	-3327.743433222981	1.0027096815505643	-1.0585221608237338
7440	1329.1036391154507	-4640.839122370538	-3311.735483255086	1.0255429314162434	-0.9032244452368247
7460	1305.8150785813093	-4622.329022258926	-3316.513943677614	1.0075733631028625	-1.0729413226393523
7480	1269.2209080590383	-4589.859657354313	-3320.6387492952754	0.9793371204159242	-1.2905493688620584
7500	1307.8859664439121	-4617.969382915861	-3310.083416471949	1.0091712704042533	-1.0929350153080335
7520	1322.7877145680814	-4616.036083326765	-3293.2483687586837	1.0206695328457416	-1.0769630660623961
7540	1339.7431213945658	-4630.3020825817275	-3290.558961187162	1.0337524084834613	-0.9700275592957436
7560	1307.6833399644331	-4608.991531279916	-3301.308191315483	1.0090149228120624	-1.1385760380680956
7580	1327.2294147552843	-4631.407723711482	-3304.1783089561977	1.0240967706445094	-1.0181463616058433
7600	1347.57598542721	-4646.168911395887	-3298.592925968677	1.03979628505186	-0.9071068107529865
7620	1319.2694426870628	-4630.708569457664	-3311.4391267706005	1.017954816888166	-1.067024111686266
7640	1295.1390779588196	-4603.51732612368	-3308.3782481648595	0.9993357083015582	-1.2136308664395532
7660	1313.8001611156858	-4619.903082532193	-3306.1029214165073	1.0137346922188937	-1.087391007775775
7680	1309.7050615547028	-4623.385008359711	-3313.6799468050085	1.0105748931749252	-1.0864725510415572
7700	1358.6069766858723	-4665.264184171883	-3306.657207486011	1.0483078523810738	-0.8177985639066987
7720	1333.0749609504599	-4645.489878411172	-3312.414917460712	1.0286072229556018	-0.9769749401348248
7740	1314.677989021088	-4642.240391815432	-3327.562402794345	1.0144120285656544	-0.9709640960595539
7760	1286.6692612028353	-4630.849230629247	-3344.179969426411	0.9928003558663852	-1.0514315899273317
7780	1269.4765425281253	-4612.957652194158	-3343.481109666033	0.9795343692346649	-1.2405162335997983
7800	1289.410255996036	-4628.461023784127	-3339.050767788091	0.9949153209845958	-1.1574669982818704
7820	1318.4129911614098	-4673.558958154308	-3355.145966992898	1.0172939746615817	-0.8261397492830431
7840	1278.7826109037042	-4644.641751683074	-3365.8591407793697	0.9867149775491543	-0.9951652696552241
7860	1264.4545538302964	-4627.157321447678	-3362.702767617382	0.9756593779554755	-1.1062408328234983
7880	1252.0945462419645	-4620.604304510877	-3368.5097582689136	0.966122335063244	-1.1230549438817188
7900	1303.1580930771174	-4655.66841731765	-3352.5103242405335	1.0055232199669113	-0.8503947585254927
7920	1324.6613648781317	-4659.891705588815	-3335.230340710684	1.022115250677571	-0.8497620927809949
7940	1276.3231489517057	-4613.024381983576	-3336.701233031871	0.9848172445615013	-1.1385615219391192
7960	1297.0352084049948	-4648.045202524509	-3351.0099941195135	1.000798771917434	-0.9453872180390878
7980	1294.8131850752293	-4647.388351432261	-3352.5751663570322	0.9990842477432326	-0.9633341030673073
8000	1281.6019162626667	-4631.7574766381085	-3350.1555603754423	0.9888903674866254	-1.0400093675992346
8020	1286.349135038137	-4648.810027152458	-3362.4608921143213	0.9925533449368344	-0.9473482687262272
8040	1259.6519739651508	-4630.878443761859	-3371.2264697967075	0.9719536836150857	-1.0819375801293152
8060	1248.2718114246834	-4634.169398568816	-3385.8975871441335	0.9631726940005274	-1.0819097555727075
8080	1271.4560252169595	-4646.383729590421	-3374.927704373462	0.9810617478525924	-0.9711757576386872
8100	1288.7983295952508	-4663.088854845698	-3374.290525250446	0.9944431555518912	-0.8185321209916575
8120	1297.790303733869	-4677.593481420858	-3379.803177686988	1.0013814072020595	-0.7782216510552149
8140	1286.409870089551	-4657.2628722055915	-3370.8530021160414	0.9926002084024311	-0.8998838243206455
8160	1272.5566630487133	-4631.097194892022	-3358.54053184331	0.9819110054388223	-1.0373656050619435
8180	1257.1014209018208	-4602.700390954985	-3345.5989700531645	0.9699856642760967	-1.2633040319756532
8200	1292.6105588591006	-4611.969104123718	-3319.358545264617	0.9973846904777008	-1.1756344295411538
8220	1305.0472978656871	-4609.984312865547	-3304.9370149998585	1.0069809397111786	-1.1798056963599706
8240	1314.0867146769724	-4609.340122340744	-3295.253407663771	1.0139557983618617	-1.1934396025968141
8260	1302.0498868577693	-4607.328140120782	-3305.278253263013	1.0046681225754395	-1.1793584107277977
8280	1327.9713297764179	-4638.645184160494	-3310.6738543840756	1.0246692359385938	-0.9688709232495567
8300	1328.177411665209	-4656.731419137364	-3328.554007472155	1.0248282497416743	-0.8858493462748885
8320	1299.0125649621955	-4645.553616455189	-3346.5410514929927	1.0023245100016942	-0.997836703137852
8340	1286.5378562213778	-4643.465438464327	-3356.9275822429495	0.992698963133779	-1.0006603281461603
8360	1271.4740413580353	-4625.673906576354	-3354.1998652183197	0.9810756491960149	-1.0976202471270384
8380	1281.0075990369685	-4620.175840593707	-3339.168241556739	0.9884317893803768	-1.1533602165262324
8400	1265.0796455973818	-4608.843206828919	-3343.7635612315376	0.9761417018498315	-1.256406987922885
8420	1289.729993148857	-4633.419981857595	-3343.6899887087375	0.9951620317506615	-1.112819416970914
8440	1294.0845851866047	-4633.886760969277	-3339.802175782671	0.9985220564711458	-1.0312684272276713
8460	1312.1876613670097	-4641.104508893545	-3328.916847526536	1.0124904794498533	-0.9589748260472055
8480	1305.3683610776493	-4641.772666382018	-3336.4043053043692	1.007228673671026	-1.0064567720220126
8500	1323.362961585477	-4651.118881407831	-3327.7559198223544	1.0211133962850902	-0.8853749279632466
8520	1304.022041857629	-4628.964596302501	-3324.9425544448723	1.0061898471123683	-1.002924589632654
8540	1340.0353332747422	-4658.388253982	-3318.352920707258	1.033977880613227	-0.8083282246700589
8560	1329.03624276264	-4645.686375649451	-3316.65013288681	1.0254909280575928	-0.9247499306885809
8580	1275.7090643354038	-4608.336788018556	-3332.627723683152	0.984343413839046	-1.2589228364301293
8600	1304.0323750479633	-4631.733048018415	-3327.7006729704503	1.0061978202530582	-1.1213181689365235
8620	1291.463143812323	-4634.0149351436	-3342.5517913312783	0.9964993393613606	-1.0689952603672432
8640	1292.494897414239	-4645.4037964753015	-3352.9088990610617	0.9972954455356782	-0.9916793451104745
8660	1280.4638797946543	-4650.158509267016	-3369.6946294723602	0.988012252927974	-0.9335232375037148
8680	1271.3716651770621	-4649.438002863134	-3378.066337686071	0.9809966552292144	-0.9294106292876394
8700	1280.62558209944	-4669.115698708899	-3388.4901166094583	0.9881370232248766	-0.8638801248282226
8720	1226.6460637303721	-4628.398153052426	-3401.752089322055	0.9464861602857806	-1.0785435944200978
8740	1267.6362486642063	-4667.638044537559	-3400.001795873353	0.9781143894013937	-0.861101022047267
8760	1282.2229413379246	-4681.836080931153	-3399.613139593227	0.9893695535014853	-0.7841992528176928
8780	1266.5568072405567	-4671.364735007633	-3404.8079277670754	0.9772814870683311	-0.9052829373865066
8800	1227.6357578473915	-4621.59429154103	-3393.9585336936384	0.9472498131538515	-1.2131677179218
8820	1267.8883099672448	-4643.044517504893	-3375.1562075376482	0.9783088811475654	-1.0682256268272332
8840	1278.2622057023514	-4636.855488692889	-3358.5932829905373	0.9863134303258884	-1.0639946582195452
8860	1263.1369367189511	-4600.116863656319	-3336.9799269373675	0.9746426980856102	-1.2792605325592565
8880	1300.0429307595455	-4638.503137241258	-3338.460206481712	1.0031195453391555	-1.0582435280512943
8900	1319.1394759912487	-4657.992091819417	-3338.852615828169	1.0178545339438647	-0.9021958750491226
8920	1296.8338230954503	-4626.044075376481	-3329.21025228103	1.0006433820180947	-1.0354028201910552
8940	1313.525748350222	-4634.7552670561145	-3321.2295187058917	1.0135229539739368	-1.0547825755977525
8960	1304.438283848152	-4632.384438256182	-3327.9461544080305	1.0065110214877717	-1.0377922074857506
8980	1297.5255063065056	-4631.875298915521	-3334.349792609016	1.0011770881994644	-1.0082083742649612
9000	1273.7226098026053	-4609.118839167114	-3335.396229364508	0.982810655711887	-1.1857704313194435
9020	1283.4398871979477	-4640.20407174239	-3356.7641845444427	0.990308554936688	-0.9936332808636219
9040	1270.0611063756971	-4660.111904093559	-3390.050797717863	0.979985421586186	-0.885064532766871
9060	1260.5201414018154	-4650.790447301672	-3390.2703058998572	0.9726235658964626	-0.9070124561639087
9080	1246.2847746904913	-4634.59074914976	-3388.3059744592692	0.9616394866438979	-1.016305025513779
9100	1270.3185091643106	-4640.894682876665	-3370.5761737123526	0.9801840348490052	-1.029211746808911
9120	1295.8490736504966	-4661.270404605305	-3365.421330954808	0.9998835444834079	-0.8931860690728213
9140	1289.8135468946807	-4648.028972896949	-3358.215426002269	0.9952265022335498	-0.9012590642245076
9160	1295.3189564953855	-4656.143043603029	-3360.8240871076437	0.9994745034686614	-0.8946084597723314
9180	1296.6923433234076	-4655.48556456149	-3358.7932212380824	1.0005342155273205	-0.8879487307204567
9200	1292.0839461189303	-4649.141978850659	-3357.0580327317284	0.996978353486829	-0.9364449244428596
9220	1313.4052106665572	-4664.3843245416565	-3350.9791138750998	1.0134299465019732	-0.8363241011890494
9240	1297.4211188659315	-4651.716998856516	-3354.2958799905855	1.0010965423348235	-0.8821550319067549
9260	1274.2231756785561	-4636.886210387273	-3362.663034708717	0.9831968948137005	-1.0208558862442492
9280	1259.723873848859	-4625.969724123112	-3366.2458502742534	0.972009161920416	-1.1254225461656244
9300	1247.0284985398596	-4597.955978845524	-3350.927480305664	0.9622133476387804	-1.3014766760658563
9320	1284.3210086238448	-4630.154985049105	-3345.8339764252596	0.9909884325801274	-1.0859357087288246
9340	1286.830416431285	-4634.588816748521	-3347.7584003172356	0.9929247040364849	-1.0773879997107907
9360	1315.844800769101	-4663.370765624629	-3347.525964855528	1.0153123462724547	-0.9024475614771934
9380	1264.12241444116	-4614.370504533417	-3350.248090092258	0.9754030975626232	-1.1643097540411458
9400	1281.232185760465	-4617.546102064993	-3336.313916304528	0.988605081605297	-1.1069777948331478
9420	1309.4876129984468	-4635.075558303212	-3325.587945304766	1.0104071087950979	-0.9924083999462956
9440	1305.2739719045107	-4628.969019207193	-3323.6950473026823	1.0071558425189127	-1.0458725303631662
9460	1311.4800950923322	-4644.270834371765	-3332.790739279432	1.0119445178181574	-0.9543173059775067
9480	1312.3155714100199	-4644.278379304318	-3331.962807894298	1.0125891754706944	-0.9147935775703753
9500	1302.2604329930725	-4646.879283539088	-3344.6188505460145	1.0048305810131732	-0.9001094268171353
9520	1285.8344437423248	-4641.066618839718	-3355.2321750973933	0.9921562065912998	-1.0183492301087318
9540	1307.0706644618047	-4663.287587213225	-3356.2169227514205	1.0085421793686766	-0.9183871978106491
9560	1325.1651819569151	-4651.872961800452	-3326.7077798435357	1.0225039984235458	-0.9100194977830723
9580	1301.9375792450217	-4615.521656528366	-3313.5840772833435	1.004581465466838	-1.1229699500835337
9600	1349.6843495641322	-4645.636527614369	-3295.9521780502373	1.0414231092315838	-0.9626173555949261
9620	1314.1035054651	-4623.757754855157	-3309.654249390056	1.0139687542168982	-1.1379179732842744
9640	1311.1379035072723	-4630.414220984786	-3319.2763174775137	1.0116804811012905	-1.0299983232868302
9660	1304.9289852861955	-4633.907064271371	-3328.9780789851766	1.006889649140583	-1.0023682585821423
9680	1304.0016828462528	-4621.111459751409	-3317.109776905157	1.0061741379986517	-1.025561556487091
9700	1323.6172499494412	-4641.341609353127	-3317.724359403686	1.0213096064424698	-0.8854539743263233
9720	1337.8858726855028	-4659.793790950096	-3321.9079182645933	1.0323193462079496	-0.8248459687639048
9740	1314.0170505192282	-4632.157168717443	-3318.140118198216	1.0139020451537255	-1.0187290158544922
9760	1333.1390138079933	-4649.428411954292	-3316.2893981462985	1.028656646456785	-0.9039669835400377
9780	1306.7340690610176	-4604.25748417689	-3297.523415115872	1.0082824606952296	-1.2038885902856316
9800	1336.4175589672006	-4625.218935181085	-3288.8013762138844	1.0311863880919756	-1.048554795499484
9820	1326.1682785610462	-4616.5409652935	-3290.3726867324535	1.0232779927168567	-1.124688271128983
9840	1336.6040529069608	-4631.959163358375	-3295.3551104514145	1.0313302877368524	-1.0358815969297095
9860	1345.2015446050204	-4633.631293208668	-3288.429748603647	1.0379641547878244	-1.0043999198074303
9880	1346.7217937331454	-4621.008034461123	-3274.2862407279777	1.0391371865224888	-1.1150832835142284
9900	1341.459282198522	-4594.016118576967	-3252.556836378446	1.035076606634662	-1.2731617169311398
9920	1371.2325827253203	-4622.491720480786	-3251.2591377554672	1.0580498323497838	-1.0436455853122137
9940	1337.613950727749	-4611.639177575063	-3274.025226847313	1.0321095298825227	-1.0992587957917634
9960	1322.663753517763	-4591.016248869046	-3268.3524953512824	1.0205738838871627	-1.1808893260237063
9980	1354.3144161713117	-4627.057048119575	-3272.742631948263	1.0449956914902092	-0.9591449041031309
10000	1350.9467149557372	-4614.250374898487	-3263.3036599427487	1.042397156601649	-1.0611636261828392
10020	1327.0172985370382	-4582.74782307056	-3255.7305245335224	1.0239331007230235	-1.3336740748721405
10040	1329.067583448376	-4582.81494713959	-3253.7473636912136	1.0255151106854752	-1.3463777225149602
10060	1336.6139711299118	-4592.055059192536	-3255.4410880626233	1.0313379406866603	-1.2619965930899215
10080	1313.8343581255588	-4573.373818365818	-3259.539460240257	1.0137610788005849	-1.3421623171443566
10100	1347.9256775158879	-4621.285803192795	-3273.360125676906	1.040066109194358	-1.0059311041347896
10120	1353.0155568475136	-4636.710529562382	-3283.6949727148685	1.043993485221847	-0.952617958544644
10140	1325.15182675613	-4616.66346157417	-3291.511634818039	1.0224936934846678	-1.1662896023663631
10160	1304.6653206253125	-4611.314699505974	-3306.649378880662	1.0066862041861977	-1.1774487128254316
10180	1303.128522545592	-4617.432447308422	-3314.3039247628294	1.005500403198759	-1.1474178629285323
10200	1333.0928253405593	-4654.575091478065	-3321.4822661375065	1.0286210072072215	-0.8801510672308291
10220	1343.7867994393605	-4651.238320042399	-3307.4515206030383	1.0368725304316055	-0.9139333582386768
10240	1333.3914902457575	-4641.36641871929	-3307.974928473532	1.0288514585229611	-1.0006015274321194
10260	1325.6969754397696	-4642.223382369821	-3316.526406930051	1.0229143329010568	-1.0051245706090521
10280	1303.5122339756979	-4630.115097889249	-3326.602863913552	1.0057964768330998	-1.0954589190892297
10300	1312.4008925669064	-4631.453816129453	-3319.0529235625463	1.012655009696687	-1.0609597159105921
10320	1289.0794544540022	-4612.807508446594	-3323.7280539925923	0.9946600728811745	-1.1443505934018192
10340	1276.682703672995	-4603.617671553116	-3326.9349678801213	0.9850946787600272	-1.2592916528160552
10360	1301.2205979812575	-4624.491366205516	-3323.270768224257	1.0040282391830688	-1.102758082530609
10380	1291.868591980277	-4625.020146368262	-3333.151554387984	0.996812185169967	-1.0941638424781304
10400	1314.9694505144787	-4637.5152126881885	-3322.545762173709	1.014636921693271	-0.9953459180983335
10420	1287.977080611643	-4602.612591721262	-3314.635511109619	0.9938094757805891	-1.1966830440322291
10440	1297.2533598623077	-4619.074028687237	-3321.820668824928	1.000967098659188	-1.0992558881270165
10460	1286.0573020855381	-4608.704446476482	-3322.6471443909445	0.9923281651894585	-1.1661614755820735
10480	1281.4800105148447	-4616.322827731887	-3334.8428172170416	0.9887963044096025	-1.094634493717883
10500	1302.896809441205	-4643.0554604597	-3340.1586510184948	1.005321612223152	-0.9435051448671089
10520	1302.543362521055	-4635.212112487263	-3332.6687499662066	1.0050488908341477	-1.0018954842171817
10540	1329.0064686422052	-4643.598009621313	-3314.5915409791087	1.0254679541992326	-0.9213896217225755
10560	1302.3068003275007	-4620.060782166999	-3317.753981839498	1.004866358277392	-1.0632909250921023
10580	1307.121790986533	-4630.496784622071	-3323.374993635538	1.0085816288476337	-0.9956904637429483
10600	1308.0159367570848	-4640.26451991901	-3332.2485831619256	1.0092715561397256	-0.9496361428881179
10620	1279.4229349223153	-4625.445213335117	-3346.0222784128005	0.987209054724009	-1.0666231858252067
10640	1309.4852973108693	-4660.459151963069	-3350.9738546522008	1.0104053219991274	-0.8834815745118707
10660	1289.1331582752948	-4641.872113804557	-3352.7389555292634	0.9947015110148879	-0.987751161964864
10680	1257.7238571950215	-4602.714251433927	-3344.9903942389037	0.9704659391936895	-1.215076813008404
10700	1297.7739786224874	-4634.8876329907025	-3337.1136543682137	1.0013688106654997	-1.0113626449011852
10720	1336.4597921102427	-4666.87596715707	-3330.416175046828	1.0312189753937056	-0.7698794168987633
10740	1312.6420380485997	-4635.246959613435	-3322.604921564836	1.0128410787412039	-0.9694513841017935
10760	1294.968602697058	-4623.86607336252	-3328.8974706654635	0.99920416874773	-1.0633446775108821
10780	1280.2468962140886	-4632.257938068016	-3352.0110418539275	0.9878448273256855	-1.0032308984118605
10800	1295.3553047563505	-4667.077872918408	-3371.722568162057	0.9995025499663199	-0.8318661906476683
10820	1289.2251642762724	-4665.607874844125	-3376.3827105678524	0.9947725032995931	-0.863612727897175
10840	1264.2221389849567	-4664.554094617435	-3400.33195563248	0.9754800455130839	-0.909886313680523
10860	1277.807249624628	-4696.105450812437	-3418.2982011878084	0.9859623839696205	-0.7066354288501776
10880	1238.7881844060803	-4660.471576357898	-3421.6833919518176	0.9558550805602468	-0.9253209287369796
10900	1264.521388000448	-4672.962311242122	-3408.440923241674	0.9757109475312099	-0.8070333164726078
10920	1246.6865455995253	-4649.769039445678	-3403.082493846153	0.9619494950613621	-0.9821420133897026
10940	1278.175847119024	-4693.02727834564	-3414.851431226615	0.986246795616531	-0.7027397767585184
10960	1252.949440231984	-4684.359222789912	-3431.409782557928	0.9667819754876421	-0.8028289826947015
10980	1260.7752660680076	-4680.991365895214	-3420.216099827206	0.9728204213487712	-0.882780200258263
11000	1264.946146468654	-4670.740345318581	-3405.794198849926	0.9760386932628504	-0.945814845353207
11020	1240.2252942884313	-4649.387494552988	-3409.1622002645563	0.956963961642308	-1.009138491498653
11040	1227.0035382391104	-4644.217331289108	-3417.2137930499966	0.9467619893820297	-1.096937184872214
11060	1225.0469521133834	-4645.324020195413	-3420.27706808203	0.945252277865265	-1.1178876221305483
11080	1258.4220330306719	-4666.534435680722	-3408.1124026500497	0.9710046551162591	-0.9158190133300105
11100	1278.381472154308	-4678.381224697007	-3399.9997525426998	0.9864054569091885	-0.7899609428097203
11120	1283.042116288559	-4672.589826387023	-3389.5477100984644	0.9900016329387025	-0.8062699052718824
11140	1275.0031257192309	-4650.93592408459	-3375.932798365359	0.9837987081166906	-0.9244408501803638
11160	1250.7965527401234	-4643.615574174155	-3392.819021434033	0.9651207968673792	-0.9279718425563399
11180	1254.7404326035685	-4647.6610534201445	-3392.9206208165765	0.9681639140459634	-0.908728733138459
11200	1285.7820935964016	-4666.699784078985	-3380.9176904825827	0.9921158129601861	-0.8191299971614383
11220	1279.1456524834732	-4661.690451814312	-3382.5447993308394	0.9869951022249024	-0.8596373261609378
11240	1261.6340130809913	-4643.188213210894	-3381.5542001299027	0.9734830347847154	-1.0199553792405756
11260	1267.4753122242123	-4647.467010819212	-3379.9916985950013	0.9779902100495462	-1.0389835121810653
11280	1293.4397378464196	-4656.4936158392175	-3363.0538779927965	0.9980244890790274	-0.937035468533088
11300	1296.665558367104	-4656.876506053229	-3360.210947686126	1.0005135481227654	-0.9243787253993165
11320	1310.9448494122792	-4684.496272362147	-3373.5514229498667	1.0115315196082402	-0.7863515001526921
11340	1284.403919490072	-4661.55389732482	-3377.149977834749	0.9910524070139444	-0.8867787076779333
11360	1279.4651755780917	-4667.167757252951	-3387.7025816748596	0.9872416478226015	-0.793272168864265
11380	1273.9892372318532	-4665.680033494309	-3391.6907962624564	0.9830163867529731	-0.8271310337527913
11400	1261.6058662079727	-4651.033107283593	-3389.427241075621	0.9734613165184974	-0.9524559144004542
11420	1269.7284455938984	-4669.07242795265	-3399.343982358753	0.9797287388841809	-0.856171256701949
