t	K	U	E	T	P
1580	1212.6547822413559	-4677.819329764069	-3465.1645475227133	0.9356904183961079	-0.7638144066488344
1600	1236.2320987670532	-4695.36620025553	-3459.1341014884792	0.9538827922585286	-0.689321526599858
1620	1230.8829854030703	-4682.031798399901	-3451.148812996832	0.9497553899715052	-0.7666652865069514
1640	1233.2708461926682	-4670.953330340524	-3437.6824841478583	0.9515978751486636	-0.8173472985571004
1660	1212.2898637129329	-4659.3308627570605	-3447.0409990441285	0.9354088454575097	-0.9289302695772548
1680	1206.4295573274553	-4663.536555673991	-3457.106998346536	0.9308870041106907	-0.9159563820604951
1700	1202.967328236613	-4675.105380092353	-3472.1380518557407	0.9282155310467692	-0.867644991542129
1720	1210.9422277238293	-4689.45682820054	-3478.5146004767107	0.9343690028733252	-0.7856067044537869
1740	1259.7178661193718	-4718.215395423708	-3458.4975293043367	0.9720045263266757	-0.6217970160605338
1760	1252.341395489402	-4700.043221395063	-3447.7018259056595	0.9663128051615756	-0.6958049714784263
1780	1271.112031341076	-4719.337247292496	-3448.22521595142	0.9807963204792255	-0.5410003711524455
1800	1261.4377623635087	-4725.414107270712	-3463.9763449072025	0.9733316067619665	-0.5467964788748263
1820	1223.7590387941357	-4674.779893725692	-3451.020854931556	0.9442585175880677	-0.8414752003677295
1840	1204.5587814845544	-4662.635697782187	-3458.0769162976335	0.9294435042319094	-0.9418807915529118
1860	1254.271710211974	-4720.875208131819	-3466.603497919845	0.9678022455339305	-0.582349547957493
1880	1235.0267419448578	-4691.809486688007	-3456.7827447431505	0.9529527329821432	-0.7706835586436451
1900	1237.7305590937426	-4692.059150402873	-3454.3285913091304	0.9550390116464061	-0.7842848783181819
1920	1240.0261858220074	-4699.228218305687	-3459.20203248368	0.9568103285663637	-0.7090723200634226
1940	1213.0023171296466	-4672.114847083412	-3459.112529953766	0.935958578032135	-0.8660399939308849
1960	1223.1891632065403	-4666.479656858069	-3443.2904936515283	0.9438187987704787	-0.9286002769011101
1980	1229.808249163303	-4672.0644512329	-3442.2562020695977	0.9489261181815607	-0.9122090772605187
2000	1239.3785766371093	-4679.871235363595	-3440.4926587264845	0.9563106301212262	-0.8525457991775907
2020	1252.3583350679805	-4683.143011126608	-3430.784676058629	0.9663258758240589	-0.8409239961416592
2040	1267.2804284183253	-4685.742634116579	-3418.462205698254	0.9778398367425349	-0.867044827387874
2060	1240.6994996637964	-4670.770521722688	-3430.0710220588917	0.9573298608516947	-0.8880973058430783
2080	1249.6088229463219	-4687.288342964573	-3437.679520018251	0.9642043386931494	-0.7153952630829251
2100	1239.0259499126437	-4674.467825152116	-3435.4418752394727	0.956038541599262	-0.8695253216803174
2120	1239.176931427026	-4684.276865984952	-3445.099934557925	0.9561550396813472	-0.8273585007226639
2140	1220.2979595503173	-4668.768146740311	-3448.4701871899947	0.9415879317517882	-0.9583042058071289
2160	1233.6625812612806	-4673.010873248271	-3439.3482919869903	0.951900139862099	-0.8672901330302946
2180	1213.6925088219828	-4638.933183453138	-3425.2406746311535	0.9364911333502951	-1.017158680820087
2200	1247.2342944881987	-4676.442957728338	-3429.208663240138	0.9623721408087951	-0.827924039662053
2220	1233.5359133183993	-4654.549968028029	-3421.0140547096294	0.9518024022518512	-0.9296934032478859
2240	1258.1017040191061	-4669.272477437378	-3411.1707734182733	0.9707574876690634	-0.8413658544278336
2260	1253.8402743569436	-4665.688448833645	-3411.8481744767014	0.9674693474976419	-0.8829169131214638
2280	1267.1841758937603	-4681.8736379203965	-3414.6894620266366	0.9777655678192595	-0.7976875258576255
2300	1215.3982202813536	-4634.280787017364	-3418.8825667360097	0.9378072687356122	-1.1172345046889172
2320	1226.188056770338	-4643.341025340273	-3417.1529685699343	0.9461327598536562	-1.0376624823880616
2340	1244.9082835010581	-4657.224889458971	-3412.3166059579135	0.9605773792446435	-0.9642797063214807
2360	1250.683809371565	-4661.672787357487	-3410.9889779859245	0.9650338035274422	-0.8922570373331229
2380	1270.1151808555069	-4674.893154416988	-3404.77797356148	0.9800271457218418	-0.7453035120455453
2400	1238.506759508609	-4647.078907561239	-3408.572148052629	0.955637931719606	-0.9257916987828956
2420	1232.877041546891	-4644.659079570162	-3411.7820380232706	0.9512940135392677	-0.9829159684463468
2440	1252.3472014447273	-4669.029601701414	-3416.6824002566877	0.9663172850653762	-0.832500807076282
2460	1268.32532942844	-4681.049941954392	-3412.7246125259517	0.9786460875219445	-0.7303659078955784
2480	1240.9841026590605	-4665.581665307325	-3424.597562648265	0.9575494619282875	-0.869495715659748
2500	1236.671925319146	-4664.450901363601	-3427.7789760444552	0.9542221645981067	-0.9291974002039094
2520	1266.0246358318768	-4691.658666043806	-3425.6340302119293	0.9768708609813865	-0.7844723361190604
2540	1211.3059220108685	-4626.471945022447	-3415.1660230115776	0.934649631181226	-1.17062069180898
2560	1228.1427992597378	-4651.269917890577	-3423.127118630839	0.947641048811526	-1.0206232747857769
2580	1270.3026620017285	-4682.4049580047085	-3412.1022960029795	0.9801718071000991	-0.8121579719579308
2600	1248.7059630346732	-4655.335804054727	-3406.6298410200543	0.9635076875267539	-0.9962548675025429
2620	1249.2523426324137	-4662.065371864486	-3412.8130292320725	0.9639292767225417	-0.9055800031697396
2640	1281.8790056021212	-4699.14556567498	-3417.2665600728587	0.989104170989291	-0.6597080584272951
2660	1248.1584752973329	-4649.95432968225	-3401.7958543849186	0.9630852432849792	-0.9618794585508021
2680	1243.8474065104767	-4653.520943203856	-3409.673536693378	0.9597588013198124	-0.946920559059871
2700	1260.4022471973378	-4681.355193469208	-3420.9529462718697	0.972532598146094	-0.7786161228091412
2720	1269.9011675183556	-4676.815098034674	-3406.913930516318	0.9798620119740397	-0.7681394488912245
2740	1278.2796101700862	-4677.881506148132	-3399.601895978045	0.9863268596991406	-0.7809572992321334
2760	1242.1527139324714	-4637.374525967066	-3395.2218120345947	0.9584511681577714	-1.0726104128858425
2780	1256.8247558756132	-4656.707248515648	-3399.882492640034	0.9697721881756276	-0.9636985154021327
2800	1272.4634729541542	-4667.9042390725745	-3395.4407661184205	0.9818390995016623	-0.8640296599165807
2820	1290.1763990786012	-4689.842237871222	-3399.665838792621	0.9955064807705257	-0.7063575654177775
2840	1280.7870676312518	-4680.600806965518	-3399.813739334267	0.9882616262586816	-0.7556986129470898
2860	1238.5800370780894	-4630.814726483854	-3392.2346894057664	0.9556944730540812	-1.0771834068237318
2880	1248.1257984431843	-4658.423856845	-3410.2980584018164	0.9630600296629506	-0.9262446428363302
2900	1241.245283967588	-4655.264993068373	-3414.0197091007844	0.9577509907157318	-0.9295016132420857
2920	1252.94502991811	-4658.826342427578	-3405.881312509469	0.9667785724676774	-0.8584460095007833
2940	1267.04741725931	-4652.840094258214	-3385.7926769989026	0.9776600441815664	-0.8840267880967195
2960	1293.8233634951307	-4672.368508712911	-3378.5451452177795	0.9983204965240204	-0.7526989285309658
2980	1290.081968196445	-4679.610480420729	-3389.528512224283	0.9954336174355287	-0.7577682625813769
3000	1261.883084281482	-4648.752243956632	-3386.86915967515	0.9736752193529952	-1.0364819768671727
3020	1264.578648758642	-4639.1458305171955	-3374.567181758552	0.9757551302150015	-1.0787025825291119
3040	1276.6770783883942	-4645.401076783824	-3368.723998395429	0.9850903382626497	-1.0074904787734875
3060	1249.1579395321467	-4616.15735608586	-3366.9994165537137	0.9638564348241871	-1.1960107025019435
3080	1275.3193171229832	-4637.359372033463	-3362.0400549104793	0.9840426829652651	-1.0485219184431753
3100	1296.8200437408423	-4664.559593901509	-3367.7395501606675	1.0006327498000327	-0.8404352101933436
3120	1298.7522379552006	-4662.364431242736	-3363.612193287535	1.0021236403975313	-0.8726004935175752
3140	1258.676086163377	-4628.558689781448	-3369.8826036180712	0.9712006837680379	-1.08306179493301
3160	1300.3126119858593	-4647.046465613985	-3346.733853628125	1.0033276327051384	-0.9424973713011555
3180	1303.3819693314556	-4650.475873541953	-3347.093904210499	1.0056959639903202	-0.8768684656293357
3200	1282.1331969667153	-4628.0898081820105	-3345.956611215296	0.9893003063014778	-1.0350763988200102
3220	1304.2601661635858	-4635.123036858332	-3330.8628706947447	1.0063735850027666	-0.9837169597690458
3240	1300.13598586392	-4627.854059072319	-3327.7180732083993	1.003191347117222	-1.0208516504718619
3260	1312.6511013658833	-4638.660526830381	-3326.0094254644973	1.0128480720415767	-1.0081697197203994
3280	1311.8683626572908	-4637.229604819936	-3325.3612421626444	1.0122441069886503	-0.9592906985877608
3300	1287.9542045155808	-4622.2866047972875	-3334.332400281706	0.993791824471899	-1.0628334504079469
3320	1275.0485170086395	-4618.874893618992	-3343.8263766103532	0.9838337322597523	-1.0974325051126248
3340	1295.3132501219782	-4645.007515906122	-3349.694265784142	0.999470100402761	-0.9252828684769898
3360	1295.2220698997774	-4643.377437228149	-3348.1553673283706	0.999399745293038	-0.965886539748334
3380	1291.5359643793304	-4633.179932294433	-3341.6439679151017	0.9965555280704708	-1.0601329991387125
3400	1291.9839879381943	-4639.590968120336	-3347.6069801821404	0.9969012252609524	-1.006240257226532
3420	1312.1661034835947	-4662.0068806735835	-3349.8407771899883	1.0124738452805517	-0.8816859456578191
3440	1315.0161554821002	-4669.271699016879	-3354.255543534781	1.0146729594769295	-0.8548912308411076
3460	1296.2565222485935	-4639.317558157865	-3343.0610359092716	1.0001979338337914	-1.0903502274155952
3480	1287.80214174788	-4636.212690989301	-3348.41054924142	0.9936744920894137	-1.0868121581317598
3500	1299.3528009080887	-4643.472673121984	-3344.1198722138965	1.0025870377377228	-1.0000855214780473
3520	1305.1958776750469	-4657.627351258899	-3352.431473583851	1.007095584625808	-0.9280535708123725
3540	1285.0570454179192	-4650.131283541441	-3365.0742381235227	0.9915563622051847	-0.9685031331649856
3560	1289.054190083846	-4663.692545716261	-3374.6383556324154	0.9946405787683996	-0.869313591047424
3580	1292.296786372934	-4681.060996523946	-3388.764210151013	0.997142582077881	-0.7679398848823482
3600	1261.5552540347028	-4640.683376986959	-3379.1281229522574	0.9734222639156656	-0.9821597812485807
3620	1287.08971393597	-4655.86205365915	-3368.7723397231794	0.9931247792715817	-0.9178766710162216
3640	1261.5265579146667	-4632.088916588818	-3370.5623586741517	0.9734001218477367	-1.120464564263612
3660	1257.5230389216874	-4644.666786777828	-3387.1437478561406	0.9703109868222899	-0.9963941904180533
3680	1258.9391969261426	-4662.101854675727	-3403.162657749583	0.9714037013319002	-0.8971428863942019
3700	1298.8926893470903	-4689.8036770865165	-3390.9109877394267	1.0022320133851008	-0.7764394982928231
3720	1295.8484294499963	-4681.697640086794	-3385.849210636798	0.9998830474151207	-0.8330016397912512
3740	1297.4411123850375	-4669.881748571447	-3372.4406361864085	1.0011119694328996	-0.867810051463648
3760	1291.6295230304545	-4659.169321892178	-3367.5397988617246	0.9966277183876964	-0.9530758228749141
3780	1270.3851164126136	-4644.800626793586	-3374.4155103809708	0.9802354293307204	-0.9339458962781858
3800	1301.8471676866677	-4668.354745999723	-3366.507578313055	1.0045117034619346	-0.7756387872277811
3820	1296.8621705976298	-4648.989799075289	-3352.12762847766	1.0006652550907638	-0.9346802299349649
3840	1312.6118050575503	-4667.893439214384	-3355.2816341568346	1.0128177508160112	-0.8530244362702655
3860	1304.0007799071598	-4653.177142586542	-3349.176362679381	1.0061734412863887	-0.95619943743747
3880	1287.5122395605795	-4642.0818971871795	-3354.5696576266005	0.993450802130077	-1.0129646002638184
3900	1310.640425145024	-4658.69414753152	-3348.053722386495	1.0112966243402965	-0.871224497210388
3920	1301.8924258360944	-4654.210432560779	-3352.318006724683	1.0045466248735297	-0.9313394438687024
3940	1279.3745658529667	-4643.480836870991	-3364.106271018024	0.9871717329112398	-1.0512101428765146
3960	1280.420960066324	-4648.979541791362	-3368.5585817250385	0.9879791358536452	-0.9515684915426093
3980	1293.671149281218	-4652.5296461774815	-3358.8584968962627	0.9982030472848905	-0.9169090063386276
4000	1296.9507413304084	-4672.115231798917	-3375.1644904685077	1.0007335967055622	-0.8047455006154968
4020	1250.88660122004	-4625.511756734773	-3374.625155514734	0.9651902787191663	-1.1538374884112845
4040	1260.2638771008892	-4639.514976806431	-3379.2510997055406	0.9724258310963648	-1.1174798214873154
4060	1282.1354292340206	-4646.506940826189	-3364.3715115921686	0.9893020287299541	-1.072783690877646
4080	1281.8103581913772	-4641.565429663599	-3359.755071472223	0.9890512023081615	-1.0850209244436668
4100	1254.5804386962918	-4621.145461398495	-3366.565022702203	0.9680404619570153	-1.120087711903155
4120	1276.8855267194056	-4663.219336526457	-3386.3338098070512	0.9852511780242328	-0.8756072879761139
4140	1266.6811010750362	-4666.136119163557	-3399.455018088519	0.9773773928048118	-0.8713473878799473
4160	1246.819024499267	-4655.510780502069	-3408.6917560028023	0.9620517164346196	-0.960963885600717
4180	1237.2913470867807	-4655.383263107168	-3418.0919160203875	0.9547001134928863	-0.9986978652614884
4200	1204.0577700750234	-4631.1173445923905	-3427.059574517366	0.9290569213541845	-1.1539753595037046
4220	1243.461630415379	-4652.075616609947	-3408.613986194569	0.9594611345797677	-0.954622462073413
4240	1239.1760741680725	-4654.384037911269	-3415.207963743196	0.9561543782161055	-0.9839575587670794
4260	1250.8217291191663	-4662.22694502472	-3411.405215905555	0.9651402230857759	-0.8966781774096511
4280	1250.6461921014595	-4659.580231062686	-3408.934038961226	0.9650047778560646	-0.9083857413315857
4300	1253.588436743708	-4636.749920298878	-3383.161483555169	0.9672750283516265	-1.0589187081349
4320	1269.7970175622152	-4656.508015556477	-3386.7109979942616	0.9797816493535614	-0.9612356257603493
4340	1253.0973091689716	-4640.732474050538	-3387.6351648815667	0.9668960718896388	-1.110850432793492
4360	1255.2144083633511	-4635.037909977258	-3379.823501613907	0.968529636082833	-1.0913527243276884
4380	1302.1951220035767	-4685.480795416255	-3383.2856734126776	1.0047801867311545	-0.7080823271334011
4400	1246.4239388932897	-4631.852990910807	-3385.4290520175164	0.9617468664300075	-1.0336330196739563
4420	1258.2413362065479	-4646.232736849857	-3387.99140064331	0.9708652285544351	-0.955755802811268
4440	1276.3805156170947	-4663.04175114912	-3386.661235532024	0.9848615089638078	-0.830514752101536
4460	1282.8721905515222	-4678.38121735348	-3395.509026801958	0.9898705174008656	-0.7782680685361282
4480	1270.0107202744725	-4675.409515679397	-3405.3987954049235	0.9799465434216605	-0.8075114686963326
4500	1274.8569709081485	-4683.6315686873	-3408.774597779153	0.983685934342707	-0.7765426753729211
4520	1291.5385480888544	-4686.072581637223	-3394.5340335483697	0.9965575216734986	-0.7087452622824318
4540	1259.6645858862705	-4647.721484220745	-3388.0568983344747	0.9719634150357022	-0.9550783745181167
4560	1274.4941012837062	-4647.794188737019	-3373.3000874533136	0.9834059423485384	-0.9363756197071504
4580	1271.5994279091256	-4640.828736182741	-3369.229308273615	0.9811723980780291	-0.9962028162373787
4600	1291.798250141547	-4661.269059005916	-3369.4708088643683	0.996757909059836	-0.8595032539034723
4620	1286.1350534340502	-4640.844348645977	-3354.7092952119265	0.9923881585139276	-0.9852985853282823
4640	1287.8682114238732	-4631.11835254264	-3343.2501411187673	0.9937254717776799	-1.0599035779966635
4660	1295.0389588379828	-4631.62613628349	-3336.587177445507	0.9992584558935051	-1.0643170071501475
4680	1326.336356279997	-4656.080826184751	-3329.7444699047533	1.0234076823148126	-0.9022982083330845
4700	1289.835082637856	-4620.669583939793	-3330.8345013019366	0.9952431193193332	-1.1593317581757976
4720	1284.7081547822038	-4613.602830108031	-3328.894675325827	0.9912871564677497	-1.189875541471691
4740	1297.4697227709096	-4627.524088674284	-3330.054365903374	1.001134045347924	-1.0738387801740208
4760	1300.4711345222593	-4645.977029409996	-3345.5058948877368	1.003449949477052	-1.0055778310303631
4780	1323.3624239190349	-4664.435937190642	-3341.073513271608	1.0211129814190085	-0.8601596706986632
4800	1296.1051303540103	-4646.495567611296	-3350.3904372572847	1.0000811191003165	-0.936894538636543
4820	1308.2903225853183	-4658.71408054128	-3350.423757955963	1.0094832735997827	-0.8695019689502466
4840	1298.7931674092974	-4657.354153804876	-3358.5609863955788	1.0021552217664333	-0.9222542019003483
4860	1275.1736273896452	-4630.314246053439	-3355.140618663794	0.983930268047566	-1.067536502721208
4880	1284.0044052688852	-4641.353642507612	-3357.3492372387263	0.9907441398679669	-1.0354951868732145
4900	1300.6077324493856	-4651.543811434964	-3350.936078985578	1.0035553491121803	-1.0146826138099743
4920	1284.1729166513755	-4627.345217881803	-3343.1723012304283	0.9908741640828514	-1.1624729176078414
4940	1302.5442118702385	-4628.398706371989	-3325.8544945017507	1.0050495461961717	-1.110392432941658
4960	1303.467645385457	-4622.349922699594	-3318.8822773141374	1.0057620720566798	-1.1906950071573732
4980	1338.2618112914695	-4647.362837086863	-3309.1010257953944	1.0326094222928006	-1.0069945805471041
5000	1312.889803154511	-4629.540860330975	-3316.651057176462	1.0130322555204558	-1.0514948999163378
5020	1314.103936128913	-4629.561217473445	-3315.457281344533	1.013969086519223	-1.0048533992247104
5040	1327.8883958029623	-4656.172139210451	-3328.283743407489	1.0246052436751252	-0.8720646953734159
5060	1312.3931667299898	-4646.155965192146	-3333.7627984621563	1.01264904840277	-1.0144278998106269
5080	1331.1379007157316	-4665.495984655248	-3334.3580839395167	1.027112577712756	-0.8597119088225942
5100	1284.6413850797467	-4633.814727784409	-3349.173342704663	0.9912356366356073	-1.0801313311264742
5120	1297.282854091694	-4648.4594430995385	-3351.176589007843	1.0009898565522328	-0.9362339648298814
5140	1297.9183624899313	-4634.944095288198	-3337.0257327982663	1.001480217970626	-1.016688795515098
5160	1287.2720548733437	-4627.9848838809985	-3340.7128290076553	0.9932654744393081	-1.0410688969843815
5180	1286.1189934029762	-4620.1836168007485	-3334.0646233977727	0.9923757665146422	-1.0321916188561642
5200	1314.181287096665	-4663.29418734356	-3349.112900246896	1.0140287709079203	-0.7968794764264158
5220	1252.1163473833324	-4616.736762730693	-3364.62041534736	0.9661391569315834	-1.151459885465004
5240	1272.1530655042493	-4634.899903742062	-3362.7468382378115	0.9815995875804392	-1.016036071067369
5260	1276.958031069019	-4642.179339861	-3365.22130879198	0.9853071227384405	-0.9521636711397596
5280	1259.2268964346636	-4619.696072910579	-3360.4691764759145	0.9716256916934135	-1.1285496503870658
5300	1235.4999181301787	-4600.404982506394	-3364.9050643762153	0.9533178380634098	-1.2612142902261563
5320	1299.000883791649	-4650.05132429026	-3351.050440498611	1.0023154967528154	-0.9479990365224845
5340	1280.256558385749	-4628.767035688571	-3348.5104773028224	0.9878522827050537	-1.0721358733468505
5360	1286.1506127650644	-4653.0097383522225	-3366.859125587159	0.9924001641705745	-0.9159387066069362
5380	1280.737557330692	-4660.816578551879	-3380.0790212211878	0.9882234238662744	-0.8675801706334904
5400	1264.0171386929378	-4637.049066407138	-3373.0319277141994	0.9753218662754154	-1.0063145341391642
5420	1260.1167408999695	-4635.429626810141	-3375.3128859101716	0.972312300077137	-1.0466959022581306
5440	1250.7081582068463	-4628.621265665723	-3377.9131074588768	0.9650525912089861	-1.1020111770573142
5460	1266.2502259188316	-4647.58597027372	-3381.3357443548894	0.9770449274065058	-1.0047681372608224
5480	1231.221109462667	-4604.760816958949	-3373.539707496283	0.9500162881656381	-1.2603318419705687
5500	1261.5725684773934	-4619.922167501494	-3358.3495990241	0.9734356238251494	-1.0873852408800588
5520	1291.4079347847858	-4646.2213837812615	-3354.813448996476	0.9964567398030753	-0.9419794160444861
5540	1265.0773318412553	-4640.8902360031025	-3375.8129041618463	0.9761399165441782	-1.0375317645877629
5560	1281.1465572045217	-4662.04244015096	-3380.895882946438	0.9885390101886745	-0.8887686592221147
5580	1273.285019592608	-4654.111073222097	-3380.8260536294897	0.9824730089449136	-0.927139475452799
5600	1296.2166479672082	-4673.542202523048	-3377.325554555841	1.0001671666413643	-0.8109719264256521
5620	1267.527011673548	-4650.5007396203255	-3382.973727946777	0.97803010159996	-0.950546498564591
5640	1268.655781931937	-4647.146879131809	-3378.4910971998725	0.978901066305507	-0.9814387416786486
5660	1299.5459689535555	-4664.431225968015	-3364.885257014459	1.0027360871555213	-0.8672461118070329
5680	1312.13860747114	-4675.982966559891	-3363.84435908875	1.0124526292215588	-0.7535484918614755
5700	1271.9150556107675	-4639.731981573686	-3367.816925962919	0.9814159379712709	-1.0511459941544783
5720	1266.9752718421291	-4630.645853314521	-3363.6705814723923	0.9776043764213957	-1.1052398033344828
