t	K	U	E	T	P
460	718.5254911327381	-5220.72711583163	-4502.2016246988915	0.5544178172320511	2.6557252209937325
480	727.2153972258714	-5231.063586490936	-4503.848189265066	0.5611229916866292	2.7291822147410283
500	737.9074696780077	-5226.875213154121	-4488.967743476114	0.5693730475910553	2.703393420197293
520	746.6940585253278	-5222.488954241585	-4475.794895716256	0.5761528229362097	2.6721003486100443
540	732.759845889839	-5197.5752615853025	-4464.815415695465	0.5654011156557399	2.520948704724259
560	754.661214757578	-5212.589489819655	-4457.928275062077	0.5823003200289955	2.6012878372059367
580	758.0763219975912	-5205.361616483005	-4447.285294485412	0.5849354336401167	2.5640537077623504
600	762.9390209638839	-5207.147768088518	-4444.208747124635	0.5886875161758366	2.562881074912617
620	770.4063852076986	-5200.109186519006	-4429.702801311307	0.5944493713022366	2.526522465105447
640	778.5699762085734	-5206.997783635297	-4428.427807426725	0.6007484384325412	2.6049749239547793
660	775.1506562245819	-5194.311412000149	-4419.160755775568	0.5981100742473624	2.549516099188022
680	783.06853052144	-5198.052464391085	-4414.983933869645	0.6042195451554322	2.5545205765349266
700	778.8749957221444	-5190.390909348453	-4411.515913626307	0.6009837929954818	2.4742054585816295
720	770.1838250889202	-5173.928367087083	-4403.744541998163	0.5942776428155248	2.3890722351733524
740	780.2753989088367	-5179.7572565013925	-4399.481857592555	0.6020643510099047	2.4534847848722334
760	809.7853566271984	-5199.2013054619765	-4389.415948834779	0.624834380113579	2.5719523228786425
780	791.1961619862404	-5175.294960743309	-4384.098798757069	0.6104908657301237	2.410966698614085
800	778.2695883876096	-5158.08567313948	-4379.816084751871	0.6005166577064888	2.2844573079926844
820	786.4949047860051	-5156.052619099889	-4369.557714313885	0.6068633524583371	2.242021628824042
840	787.9001292735992	-5148.433413490169	-4360.53328421657	0.607947630612345	2.197939289201172
860	822.8243150560759	-5178.6538670988775	-4355.829552042802	0.6348953048272188	2.4200215753102308
880	810.9921277751848	-5160.1869063748745	-4349.194778599691	0.6257655306907289	2.3072462227049293
900	814.9204909496405	-5151.879444285432	-4336.958953335789	0.6287966751154636	2.2463560898077413
920	802.4258376705454	-5133.178847231875	-4330.753009561329	0.619155738943322	2.0991833362491072
940	810.5924060575422	-5146.593908526365	-4336.001502468823	0.6254571034394616	2.188817350300336
960	809.3367574546517	-5142.511059308101	-4333.174301853449	0.6244882387767376	2.176161716816548
980	816.0302769567177	-5135.480100498093	-4319.449823541375	0.629652991478949	2.1085774588105854
1000	806.6678280484547	-5134.472316458916	-4327.80448841046	0.6224288796670175	2.074339000103145
1020	806.4916596865585	-5142.224155479641	-4335.732495793083	0.6222929472890113	2.160397734337431
1040	809.8575261110758	-5153.173293216828	-4343.315767105751	0.6248900664437314	2.2433872460841013
1060	796.4575742440154	-5127.997294130553	-4331.5397198865385	0.6145505974105057	2.049279669865798
1080	813.5387807204704	-5134.796008412927	-4321.257227692457	0.6277305406793754	2.0869210293986007
1100	801.7566026031594	-5128.406747642629	-4326.65014503947	0.6186393538604626	2.026200874007126
1120	819.7140965494054	-5135.309023646236	-4315.594927096829	0.6324954448683685	2.098928421698017
1140	818.245460644923	-5121.053082638406	-4302.807621993483	0.6313622381519468	2.0091380345780845
1160	828.2420255121897	-5119.6133012904265	-4291.371275778236	0.6390756369692822	1.9460058630980839
1180	817.6059410550508	-5110.08897986479	-4292.483038809738	0.6308687816782801	1.8852802692433133
1200	838.6172337605205	-5124.012054862775	-4285.394821102254	0.6470811988892905	2.0015781743090857
1220	827.8118656661221	-5108.933877118664	-4281.12201145254	0.6387437235078103	1.925787285151155
1240	818.9847369650435	-5087.654023701003	-4268.66928673596	0.6319326674112989	1.7972963247062794
1260	819.8819369493318	-5069.582906505102	-4249.700969555768	0.632624951349793	1.6714660864156259
1280	856.1453562752324	-5097.713798447202	-4241.568442171971	0.6606059847802719	1.886804083285791
1300	817.5736607096737	-5047.067392502477	-4229.493731792803	0.6308438740043778	1.5829562042365617
1320	851.0324354006716	-5069.931460374942	-4218.899024974269	0.6566608297844687	1.727208375153771
1340	880.8550031942638	-5084.123026708881	-4203.268023514617	0.679672070365944	1.8216320520572484
1360	854.4589721312568	-5053.935140629577	-4199.476168498321	0.6593047624469573	1.5944039993770267
1380	853.8559174543565	-5041.82489915481	-4187.968981700453	0.6588394424802134	1.5075339947538278
1400	874.3959192349524	-5055.173541242993	-4180.777622008042	0.6746882092862286	1.578031490871066
1420	866.2329330832541	-5043.917768923648	-4177.684835840393	0.6683896088605354	1.5233497746234046
1440	853.5461740908206	-5021.083620250309	-4167.537446159489	0.6586004429713121	1.420166598261935
1460	883.4127974011433	-5037.24079606721	-4153.827998666066	0.681645677007055	1.5100810659487482
1480	879.7662682874637	-5023.075297227385	-4143.30902893992	0.6788319971353889	1.4217378598092794
1500	854.8034378254081	-5000.335925222271	-4145.532487396862	0.6595705538776298	1.2633428670823348
1520	875.2308695905671	-5012.065067709003	-4136.834198118436	0.6753324611038327	1.3694808756754768
1540	887.2711849665671	-5022.354238351168	-4135.0830533846	0.6846228279063016	1.4150538203447312
1560	856.954017690733	-4995.351590610823	-4138.397572920091	0.661229951921862	1.2125226228891919
1580	866.0985303609965	-5008.584030133063	-4142.485499772066	0.6682859030563245	1.324376844278612
1600	864.4528789592539	-5006.709195681018	-4142.256316721765	0.6670161103080662	1.325355215964152
1620	864.587368639512	-4999.094325058373	-4134.506956418862	0.6671198832095	1.2831221359505698
1640	882.5453696190519	-5011.772294427307	-4129.226924808255	0.6809763654467993	1.4047980085284626
1660	862.2433340308577	-4994.683088079584	-4132.439754048727	0.6653112145299828	1.257966963853095
1680	872.7908833821032	-4997.438598978261	-4124.6477155961575	0.673449755696067	1.2976078204852854
1700	896.8650678850474	-5009.448811289395	-4112.583743404347	0.6920255153434007	1.3793567515293972
1720	894.0077421891405	-4993.530487033813	-4099.522744844672	0.6898207887261887	1.250139045842615
1740	879.9678975931918	-4980.694247801603	-4100.726350208412	0.6789875753033889	1.1127910833804697
1760	882.1729281443124	-4977.988693346095	-4095.8157652017826	0.680688987765673	1.1117658609201087
1780	909.6234635400015	-5004.734170756763	-4095.1107072167606	0.7018699564351863	1.270652897695231
1800	903.1603679842121	-4998.48385383518	-4095.3234858509663	0.6968829999878181	1.2444601054568023
1820	881.7605188027998	-4973.317171122403	-4091.556652319602	0.6803707706811726	1.1283648087258669
1840	901.7906966935825	-4983.473667914219	-4081.682971220637	0.6958261548561594	1.1942390903797968
1860	944.1145681962869	-5012.929366902346	-4068.8147987060593	0.728483463114419	1.3768685725712193
1880	897.7675502879086	-4975.016596920874	-4077.2490466329664	0.6927218752221517	1.135563315563269
1900	877.1001479771361	-4957.3114785564585	-4080.2113305793223	0.6767748055379137	0.9984867772054129
1920	884.6989230708856	-4967.6223877249495	-4082.9234646540635	0.6826380579250662	1.0495401561105597
1940	874.4576722600492	-4972.08781663687	-4097.6301443768225	0.6747358582253467	1.1004379306478225
1960	897.4338335222794	-4986.466650759412	-4089.032817237133	0.6924643777178083	1.2203094921064728
1980	897.5646886596056	-4982.145515466094	-4084.580826806488	0.6925653461879672	1.1682310365549038
2000	902.3791404331935	-4992.3076953366635	-4089.92855490347	0.6962802009515381	1.1967111820720058
2020	876.5819601176194	-4963.896241015363	-4087.3142808977436	0.676374969226558	0.9893321927357827
2040	876.5482603308952	-4956.046316322843	-4079.498055991947	0.6763489663047034	0.9542135062443029
2060	872.1992099304205	-4952.411449178229	-4080.212239247811	0.6729932175389045	0.9279736474490315
2080	861.678445995123	-4941.381004503491	-4079.7025585083684	0.6648753441320394	0.8502971355268766
2100	872.0973692656504	-4956.223560483068	-4084.1261912174173	0.6729146367790513	0.9285987112220422
2120	864.3185060477824	-4953.567569235466	-4089.2490631876835	0.6669124275060048	0.9158388415291169
2140	878.8454991861081	-4956.964528427579	-4078.119029241472	0.6781215271497747	0.9298626728969502
2160	866.8346791527796	-4949.430165299498	-4082.595486146719	0.668853919099367	0.904453300281997
2180	870.342599232286	-4953.656257679819	-4083.3136584475324	0.6715606475557763	0.9532819661899765
2200	869.2206846679259	-4958.85504748301	-4089.634362815084	0.6706949727375973	0.9384425816677606
2220	868.8433850761669	-4943.846484060166	-4075.003098983999	0.6704038465093881	0.8675860444946822
2240	877.9094392879284	-4944.555012210896	-4066.6455729229683	0.6773992587098212	0.9062141329283374
2260	897.3247700922033	-4962.1005127298495	-4064.7757426376456	0.6923802238365766	1.0221083234457162
2280	879.5498289389076	-4940.700218633863	-4061.1503896949566	0.6786649914652063	0.8723598221188205
2300	882.9610952350904	-4945.923505127377	-4062.962409892286	0.6812971413851004	0.8813262826983179
2320	886.7345870513915	-4946.111046537237	-4059.376459485844	0.684208786305086	0.8526224924996988
2340	905.1338609602957	-4961.9897342536915	-4056.855873293396	0.6984057569138085	0.9604035481861442
2360	882.8761428463256	-4938.913361494999	-4056.037218648671	0.6812315917024118	0.814888975869375
2380	861.5914151043096	-4921.6573880028145	-4060.0659728985056	0.6648081906669056	0.6530826423886984
2400	856.9416680947219	-4918.44612913133	-4061.5044610366085	0.661220422912594	0.5830576888483535
2420	868.6331508046829	-4934.073988408766	-4065.4408376040838	0.670241628707317	0.6845386149376864
2440	869.8459690490193	-4934.05568211225	-4064.2097130632296	0.671177445253873	0.7675164721299412
2460	864.091442746016	-4926.124852733874	-4062.0334099878573	0.6667372243410619	0.7776940945363484
2480	882.1182739341486	-4935.890984683448	-4053.7727107493	0.6806468163072135	0.8329125714276204
2500	880.94093312608	-4918.878857479957	-4037.9379243538788	0.6797383743256789	0.7002335460040359
2520	889.0598225136306	-4919.575015957324	-4030.515193443692	0.6860029494703939	0.7281660993198672
2540	889.636037705349	-4900.158807244545	-4010.5227695391964	0.6864475599578308	0.6700602190345817
2560	895.0702714552983	-4896.369997675649	-4001.2997262203507	0.6906406415550143	0.6439298727518047
2580	889.2339714566958	-4880.823305687089	-3991.5893342303934	0.6861373236548578	0.5548150051454315
2600	900.2327089113345	-4868.803984909468	-3968.5712759981348	0.6946240037896099	0.4908227620512869
2620	900.0217385848194	-4867.213308449942	-3967.1915698651223	0.6944612180438422	0.4719121938594542
2640	918.3464768419055	-4880.873719671786	-3962.52724282988	0.7086006765755443	0.5384005198007251
2660	891.6295900354966	-4868.5232611447955	-3976.8936711092974	0.6879857947804757	0.45105303473150055
2680	900.8806323235664	-4886.801166926091	-3985.920534602524	0.6951239446941099	0.6028543152877798
2700	901.099490553617	-4893.638625098097	-3992.539134544479	0.6952928167851984	0.657309724633583
2720	913.3174360880428	-4911.782056624294	-3998.46462053625	0.7047202438950948	0.7705842012362407
2740	919.8579122559928	-4908.008936734113	-3988.1510244781216	0.7097669076049324	0.7029447831716609
2760	908.8006059617012	-4883.0099839161485	-3974.2093779544484	0.7012350354642757	0.5515507899894934
2780	896.6372122514913	-4861.782115174759	-3965.144902923268	0.6918497008113359	0.4298143242612585
2800	912.2031277224838	-4874.372800412314	-3962.16967268983	0.703860438057472	0.5559731574276523
2820	893.3851751073419	-4853.477510255696	-3960.0923351483552	0.6893404128914674	0.41857729574857566
2840	901.5479313448137	-4863.2374723366	-3961.6895409917875	0.6956388359142084	0.45456538472846575
2860	921.9925379576953	-4891.36197767517	-3969.3694397174754	0.711413995337728	0.6308950350017742
2880	898.3835702880972	-4870.341535511836	-3971.9579652237385	0.6931971992963712	0.5082086961961271
2900	896.0764911740828	-4866.073255829424	-3969.9967646553423	0.6914170456590145	0.45611307913921034
2920	907.5634584974665	-4887.292307997453	-3979.7288494999875	0.700280446371502	0.594059634807689
2940	896.4147967003522	-4873.27791822968	-3976.863121529328	0.6916780838737288	0.4962368309568698
2960	902.4814169480048	-4866.991604942813	-3964.5101879948065	0.6963591180154359	0.47619447092557127
2980	908.0617660936562	-4876.500502177003	-3968.4387360833484	0.7006649429735	0.5185802711488751
3000	910.0869070038631	-4889.587524537428	-3979.5006175335648	0.7022275517005117	0.5894282801649768
3020	915.5929195311746	-4879.976653413412	-3964.38373388224	0.7064760181567707	0.5574397951303025
3040	903.2456816180318	-4868.80958148787	-3965.563899869839	0.6969488284089753	0.47323706727027276
3060	902.2761237097491	-4863.783484427013	-3961.5073607172635	0.696200712739004	0.4092538672722883
3080	903.620981418233	-4860.181588889596	-3956.5606074713623	0.6972384115881428	0.42066688148696524
3100	904.8395082097526	-4859.271597713438	-3954.432089503686	0.6981786328778954	0.417296621935406
3120	905.2212668779127	-4863.1427839229245	-3957.9215170450116	0.698473199751476	0.45346842901294737
3140	916.7297834721273	-4878.891302136473	-3962.1615186643467	0.7073532279877526	0.5453053742660554
3160	911.0084560004749	-4880.355813979144	-3969.3473579786682	0.7029386234571564	0.5586356770181748
3180	905.0433591360792	-4867.724732849788	-3962.681373713708	0.6983359252593205	0.4188585505744051
3200	910.1734872876862	-4864.027214280262	-3953.8537269925773	0.7022943574750664	0.4107910724420492
3220	931.4836471399685	-4876.382377699187	-3944.8987305592177	0.7187373820524449	0.48307884886989727
3240	905.3612630605442	-4857.3500048284695	-3951.988741767924	0.6985812214973335	0.38640373523080823
3260	913.6777090743919	-4871.489181627929	-3957.8114725535365	0.7049982323104876	0.5138783716320816
3280	933.1113836492639	-4892.269831977117	-3959.158448327852	0.7199933515812222	0.6271945865179265
3300	908.288865723181	-4856.947286474964	-3948.658420751783	0.7008401741691211	0.3836665226835018
3320	906.0243144724785	-4856.554304710523	-3950.5299902380443	0.69909283524111	0.4162322799086476
3340	906.9078214952187	-4856.368684664688	-3949.460863169469	0.6997745536228538	0.4576651357807009
3360	895.1487938860321	-4839.077198340149	-3943.9284044541173	0.6907012298503333	0.3308092958131247
3380	930.2757963721278	-4884.470095746621	-3954.194299374491	0.7178053984352839	0.5774602517362599
3400	914.8422577672127	-4872.23019863177	-3957.3879408645566	0.705896803832726	0.48373816976458395
3420	907.8376085926897	-4867.878315419842	-3960.0407068271516	0.7004919819388037	0.45893595764746253
3440	913.365466618599	-4871.2875708485735	-3957.922104229976	0.7047573044896598	0.4618895789081279
3460	928.4164201614833	-4884.3879317727315	-3955.9715116112493	0.7163706945690457	0.543956224516599
3480	896.5997603671991	-4854.428964576494	-3957.8292042092944	0.6918208027524687	0.3575628378495951
3500	926.6838843206282	-4873.209887252048	-3946.5260029314195	0.7150338613585095	0.5086815650365253
3520	934.7964865863972	-4886.42022596654	-3951.623739380141	0.7212935853290103	0.6388839549181982
3540	908.1465692374675	-4852.423644983202	-3944.277075745735	0.700730377498046	0.3977748409162414
3560	901.3972489296196	-4850.737362737795	-3949.3401138081763	0.6955225686185335	0.3303452994092756
3580	901.7404389727802	-4851.349543796791	-3949.609104824011	0.6957873757506019	0.3462221269217478
3600	918.6442403490279	-4870.766931767377	-3952.1226914183508	0.7088304323680771	0.5003950900236295
3620	913.3652785097017	-4872.315043619963	-3958.949765110261	0.7047571593439057	0.4972776259138527
3640	935.41772664928	-4899.942334443133	-3964.5246077938536	0.7217729372293827	0.6326393700974348
3660	930.4278050862797	-4899.379825878836	-3968.952020792556	0.7179226891097834	0.6320856014959209
3680	912.8119732728452	-4877.22482055854	-3964.412847285696	0.7043302262907758	0.49413473420341986
3700	899.0906430921207	-4864.663910401754	-3965.573267309634	0.6937427801636733	0.444773860527148
3720	911.8195174542819	-4876.4140284938585	-3964.5945110395755	0.7035644424801559	0.5376000073701338
3740	900.5887741968702	-4866.6794920827015	-3966.0907178858315	0.6948987455222764	0.4705149379706466
3760	902.6683802718251	-4856.664947032734	-3953.9965667609117	0.6965033798393712	0.37507770476188457
3780	934.4610448371584	-4874.635001134512	-3940.1739562973535	0.7210347568187951	0.5020214669561075
3800	933.742446227819	-4869.117112129003	-3935.3746659011836	0.7204802825831937	0.4787762766562754
3820	934.5909883234684	-4866.772840330648	-3932.1818520071783	0.7211350218545283	0.4610047053458589
3840	949.0663650620818	-4866.433721631091	-3917.36735656901	0.7323042940293845	0.5271185282721158
3860	927.7433194283537	-4858.5677924222955	-3930.824472993942	0.7158513267194089	0.43406848883103805
3880	928.5389976184488	-4861.9678886206775	-3933.4288910022283	0.7164652759401612	0.46635909257167907
3900	900.8657604367554	-4845.325916645155	-3944.4601562084013	0.695112469472805	0.37839633023529057
3920	913.6874245000405	-4860.369322215588	-3946.6818977155463	0.7050057287808954	0.44334273522247436
3940	905.8449624278659	-4854.839547086163	-3948.9945846582973	0.6989544463177979	0.35544583951095626
3960	909.1974076914552	-4861.964201168882	-3952.7667934774263	0.7015412096384683	0.37763461965014905
3980	909.6822184383306	-4854.3625483228025	-3944.6803298844725	0.7019152920048847	0.38049671255178596
4000	915.4496982180681	-4857.0145245877375	-3941.56482636967	0.7063655078843118	0.3805195756617887
4020	903.6940996832612	-4855.617353191715	-3951.923253508453	0.6972948300025164	0.34071362606868943
4040	912.223014130261	-4879.159310506697	-3966.936296376435	0.7038757825079175	0.5048129066045652
4060	899.1203614137424	-4868.279896997047	-3969.159535583305	0.6937657109673939	0.4682671499295223
4080	898.4522226783631	-4863.403428035933	-3964.951205357571	0.6932501718197247	0.42405969449006015
4100	899.4423607894171	-4878.420299389418	-3978.977938600001	0.6940141672757847	0.5027719370841688
4120	889.8877305427017	-4870.834389859674	-3980.9466593169723	0.68664176739406	0.468741992720031
4140	920.4127152734985	-4887.134785428836	-3966.7220701553365	0.710194996353008	0.5933242869080819
4160	925.4632530458402	-4883.81886789123	-3958.355614845391	0.7140920162390743	0.5582241966725454
4180	911.7137425116327	-4876.608131102583	-3964.894388590949	0.703482826012062	0.5121287764952618
4200	902.3402526942825	-4870.279412253055	-3967.939159558772	0.6962501949801563	0.4943817021686252
4220	888.9572299133486	-4858.458087513303	-3969.5008575999555	0.6859237885133862	0.4254530306486175
4240	911.8726590270377	-4886.235896068948	-3974.363237041912	0.7036054467801215	0.5446799597503784
4260	889.1334507703417	-4870.337731215783	-3981.2042804454395	0.6860597613968685	0.4201159557616762
4280	877.2950427966634	-4866.194925385432	-3988.8998825887684	0.6769251873431045	0.3839998651304438
4300	888.4909589350685	-4877.398322748117	-3988.907363813048	0.6855640115239724	0.463736178350714
4320	895.9395908065587	-4874.432217745123	-3978.492626938564	0.6913114126593816	0.4446146463060511
4340	902.440191925677	-4880.254461086828	-3977.81426916115	0.6963273085846273	0.47745185848350885
4360	901.9262560619724	-4882.445158268016	-3980.518902206043	0.6959307531342379	0.48033249513315246
4380	907.4384626916365	-4885.588044515202	-3978.1495818235658	0.7001839989904604	0.48715053899200084
4400	895.9781391971916	-4870.133465458528	-3974.1553262613356	0.6913411567879564	0.4150331829053914
4420	894.9368678223	-4871.887644431264	-3976.9507766089628	0.6905377066530091	0.47035240612914253
4440	903.2658613484022	-4869.97156121034	-3966.7056998619364	0.696964399188582	0.4519783037895578
4460	923.0187349690981	-4872.136646440779	-3949.117911471682	0.7122058140193659	0.44148694500076885
4480	915.36500782561	-4858.6965335775585	-3943.3315257519475	0.7063001603592668	0.3472142256993804
4500	955.5263908990555	-4886.193619637905	-3930.66722873885	0.7372888818665551	0.592815117738369
4520	936.7077061487704	-4871.188809968122	-3934.48110381935	0.7227682917814586	0.5168487572677802
4540	907.4744348437337	-4836.3819592720665	-3928.907524428334	0.7002117552806587	0.2498661748104658
4560	935.5395383348095	-4848.880278694457	-3913.3407403596475	0.7218669277274767	0.3361474912100032
4580	945.0603373020974	-4856.645777065537	-3911.5854397634384	0.7292132232269273	0.4235064364395099
4600	944.0968034001651	-4870.485554410308	-3926.3887510101426	0.7284697557100039	0.5102011083287066
4620	926.1622947258365	-4854.028656696174	-3927.866361970338	0.7146314002514169	0.39666414396094096
4640	939.4240923367012	-4873.494236832684	-3934.0701444959836	0.7248642687783188	0.5785768925457299
4660	953.7366743682635	-4885.25609477418	-3931.5194204059176	0.7359079277532897	0.6452286157599689
4680	945.8584877984262	-4881.061035522412	-3935.202547723985	0.7298290800913783	0.5675426581868982
4700	917.9782390986587	-4861.504882963615	-3943.526643864956	0.7083165425143971	0.4395009043573369
4720	914.5152301496666	-4852.600924805922	-3938.085694656255	0.705644467708076	0.4262667834919921
4740	938.6134953013828	-4873.3139389626	-3934.700443661216	0.724238808102919	0.5801089589390187
4760	942.7550546458085	-4865.205108794953	-3922.4500541491434	0.7274344557452226	0.5548797636775836
4780	949.2198974393317	-4868.171635661558	-3918.951738222227	0.7324227603698548	0.5237888765719201
4800	951.5924597009252	-4862.481763872421	-3910.8893041714937	0.7342534411272573	0.45918461077066997
4820	950.5791123434183	-4861.786714387867	-3911.2076020444497	0.7334715373020205	0.4441463609233801
4840	915.5006795887397	-4834.084476059913	-3918.583796471174	0.7064048453616819	0.280802502475825
4860	930.2998509805415	-4853.5086432521375	-3923.208792271597	0.7178239590899239	0.4414988814444941
4880	938.9479918310824	-4858.455470360145	-3919.5074785290635	0.7244969072770698	0.46255452277878817
4900	948.3474159481787	-4875.812097623252	-3927.464681675073	0.7317495493427304	0.5260417801210056
4920	945.3596620495925	-4871.845037712965	-3926.4853756633747	0.7294441836802411	0.4721720621170692
4940	927.8596159093377	-4854.65550993284	-3926.7958940235017	0.7159410616584395	0.4201348025862444
4960	949.4974251390829	-4867.125226335939	-3917.6278011968557	0.7326369021134901	0.5214722440842184
4980	945.9524408608729	-4856.674933700613	-3910.7224928397386	0.7299015747383276	0.4735189847408338
5000	947.1494094008618	-4855.301612436456	-3908.152203035594	0.7308251615747392	0.44335315341715936
5020	944.833100182476	-4853.116611135417	-3908.2835109529415	0.7290378859432682	0.3992847687782355
5040	934.4299240720186	-4849.6642199613925	-3915.234295889374	0.7210107438827305	0.4197584524067981
5060	912.3132529493907	-4833.33731302268	-3921.0240600732877	0.7039454112263819	0.2925841616937799
5080	935.4902050032786	-4859.2653731357905	-3923.775168132512	0.7218288618852456	0.4144729570710869
5100	944.235683934667	-4876.12906613457	-3931.893382199904	0.7285769166162555	0.5230919802886743
5120	916.7594133661853	-4852.906815716176	-3936.1474023499895	0.707376090560328	0.3806192806084298
5140	936.7425108506152	-4866.704349861052	-3929.961839010438	0.7227951472612772	0.42513684339506475
5160	921.7451241057666	-4851.93554939045	-3930.190425284685	0.7112230895877829	0.27896605105426336
5180	919.8065715408351	-4861.535997994358	-3941.729426453522	0.7097272928555827	0.3630365589843211
5200	933.9350471211721	-4890.324331983186	-3956.389284862014	0.7206288943836204	0.5801882819737234
5220	916.0513910716569	-4862.111316439641	-3946.0599253679843	0.7068297770614637	0.3900544882761803
5240	927.0062589059153	-4865.542394400305	-3938.53613549439	0.7152826071804903	0.4480732199997178
5260	923.5097003488539	-4848.054041236517	-3924.5443408876645	0.7125846453309057	0.3546282668558394
5280	912.161545046293	-4840.9544945461075	-3928.7929494998148	0.7038283526591769	0.3117846827900887
5300	933.7022015798864	-4859.806488424198	-3926.1042868443124	0.72044922961411	0.35030858892777994
5320	943.1336838702224	-4862.373224228742	-3919.2395403585188	0.7277266079245545	0.3505404062088683
5340	932.8868924720433	-4854.5184316621135	-3921.6315391900707	0.7198201330802803	0.3483168175969725
5360	923.2608207157728	-4855.072537127135	-3931.8117164113637	0.7123926085769852	0.35438425907282256
5380	921.0485157616847	-4850.43448770833	-3929.385971946647	0.710685583149448	0.3004900178147494
5400	936.1698909487068	-4850.678419547604	-3914.508528598898	0.7223533109172122	0.35946719813912686
5420	926.2323705346377	-4840.034253786354	-3913.801883251717	0.7146854710915415	0.2882495481088813
5440	936.7186607785613	-4851.588804603494	-3914.8701438249336	0.7227767444279024	0.35749201540185166
5460	929.1356269903326	-4846.029151143628	-3916.8935241532936	0.7169256381098245	0.3399693417769123
5480	920.8760524715126	-4834.788294022041	-3913.9122415505276	0.7105525096230805	0.2552360938549173
5500	943.6759433067109	-4841.847236594664	-3898.171293287952	0.7281450179835731	0.3453380098822353
5520	945.1835953262668	-4845.119984827413	-3899.9363895011456	0.7293083297270575	0.3557387023347306
5540	957.5331715902897	-4852.017971209709	-3894.4847996194194	0.7388373237579395	0.4167015826052919
5560	940.1398128503112	-4840.88995987799	-3900.7501470276793	0.7254165222610424	0.3165843847748886
5580	930.409191002201	-4838.7686794274	-3908.359488425198	0.7179083263905873	0.2999913432719449
5600	949.9818427688284	-4851.979519544375	-3901.997676775546	0.7330106811487875	0.3876236418635344
5620	934.6459243845505	-4835.900838193617	-3901.2549138090662	0.7211774107905484	0.31377782341018046
5640	972.6027866245595	-4862.540980962069	-3889.9381943375092	0.7504651131362341	0.47379171099606127
5660	952.4255161290382	-4837.77373728942	-3885.348221160382	0.7348962315810479	0.32549852955355085
5680	949.3186815133331	-4837.156014226773	-3887.8373327134395	0.7324989826491765	0.3422517629569966
5700	958.5424918886049	-4844.412046239524	-3885.869554350921	0.7396161202844173	0.394979811998925
5720	946.9006412326846	-4837.368287249553	-3890.467646016869	0.730633210827689	0.37032526053410875
5740	972.5166499103686	-4858.753683322362	-3886.237033411994	0.7503986496221979	0.4924515895639542
5760	947.2105379296456	-4845.851746218833	-3898.6412082891866	0.7308723286494179	0.3938251300371017
5780	949.1621995326211	-4851.413955468031	-3902.2517559354105	0.7323782403801087	0.4345672345206206
5800	933.6450775079911	-4828.534244608223	-3894.889167100232	0.7204051523981414	0.2589562037321752
5820	952.0382472046516	-4851.937208134534	-3899.8989609298815	0.7345974129665522	0.41044333308635317
5840	924.4356660012712	-4837.530712161216	-3913.095046159946	0.7132991250009808	0.3131684056031658
5860	927.8485961340193	-4846.655522515085	-3918.806926381067	0.7159325587453853	0.3559439846131965
5880	924.5766169736887	-4843.981446341298	-3919.4048293676083	0.7134078834673525	0.33962090370853365
5900	921.7663462442451	-4845.536317199013	-3923.769970954768	0.7112394646946334	0.34553753323321856
5920	908.1387603657789	-4836.971863275921	-3928.833102910142	0.7007243521340885	0.2537255426854871
5940	945.0225515379194	-4876.191638349069	-3931.1690868111496	0.729184067544691	0.478930360843865
5960	943.626958231626	-4886.407760839049	-3942.780802607422	0.7281072208577359	0.5662313927431678
5980	914.3508748630796	-4855.812883223175	-3941.4620083600953	0.7055176503573145	0.3834763261390391
6000	913.3506273275241	-4856.80577991436	-3943.455152586836	0.7047458544193859	0.37234656653130077
6020	926.7656195566126	-4867.421109770281	-3940.655490213668	0.7150969286702257	0.4598648224934333
6040	910.3980704236143	-4848.144265596202	-3937.7461951725877	0.7024676469318012	0.3043512275890855
6060	904.5256355255369	-4844.020122812634	-3939.4944872870983	0.6979364471647662	0.29191335357103243
6080	937.5164296183245	-4880.741318515034	-3943.2248888967088	0.7233923068042629	0.5423686849922753
6100	897.9192801169158	-4856.864880384068	-3958.945600267152	0.6928389507074969	0.41942033850284777
6120	884.748624204279	-4851.705326882866	-3966.9567026785858	0.6826764075650299	0.34378034655058914
6140	892.2631855673877	-4862.410177288918	-3970.1469917215313	0.6884746802217498	0.3632682493038648
6160	895.669744804529	-4869.930125661752	-3974.2603808572226	0.6911031981516427	0.35879885770696884
6180	916.0017973163185	-4881.05469152769	-3965.0528942113715	0.7067915102749371	0.4554192173132532
6200	900.2909715385625	-4858.7008684178945	-3958.409896879331	0.6946689595204957	0.3753995323361648
6220	914.6262769513554	-4864.307939388904	-3949.6816624375488	0.7057301519686386	0.4766497990995262
6240	895.5087244653207	-4830.7626655028935	-3935.253941037572	0.6909789540627476	0.27221089128126486
6260	926.2382824762275	-4860.117541627079	-3933.8792591508522	0.714690032774867	0.41533724292987373
6280	921.2661058934473	-4861.474653154369	-3940.2085472609215	0.7108534767696355	0.4235419905345938
6300	922.7371563809062	-4867.686069832168	-3944.9489134512633	0.7119885465902054	0.4726072816263972
6320	912.3712204151401	-4865.85391082826	-3953.48269041312	0.7039901392092132	0.42905861705596104
6340	912.1530242338446	-4867.058659189399	-3954.905634955555	0.7038217779582132	0.4353112968346154
6360	914.0788302209696	-4871.430322528962	-3957.351492307994	0.7053077393680318	0.479877766873121
6380	898.2953740643395	-4855.12481124229	-3956.829437177951	0.6931291466545827	0.35200653390868925
